product_name,price,description,rating,subTitle,Features
"My Party Suppliers Halloween Paper Fan Black with Skull Pennant Banner",250,"No Description",0.0,NULL,NULL
"Anagram Printed Balloon",450,"No Description",0.0,NULL,NULL
"Qualatex Printed Bubble Balloon",400,"No Description",0.0,NULL,NULL
"Shopkeeda Abstract Cushions Cover",299,"No Description",0.0,NULL,NULL
"Party Anthem Assorted Fake Moustache Party Mask",NULL,"No Description",0.0,NULL,NULL
"Bs Spy Lace Cut Eye Party Mask",399,"No Description",0.0,NULL,NULL
"Fab5 Mysterious Party Mask",NULL,"No Description",0.0,NULL,NULL
"TOEFL iBT Premier 2014 - 2015 with 4 Practice Tests Book + CD + Online + Mobile (English) 5th Editio",1914,"No Description",3.2,NULL,NULL
"SAT Prep Black Book : The Most Effective SAT Strategies Ever Published (English)",1529,"No Description",5.0,NULL,NULL
"Carpet Couture Brown Polyester Area Rug",18000,"No Description",0.0,NULL,NULL
"Lenovo A6000 Plus",7499,"Designed for music and multimedia lovers, the Lenovo A6000 Plus is a budget smartphone with a 12.7 cm (5) HD display. It's powered by a quad-core Snapdragon processor which delivers a responsive system performance. ",3.8,NULL,NULL
"Solo Scout Pepper Stream Spray",350,"No Description",0.0,NULL,NULL
"Access-o-risingg Tfios Okay Alloy Pendant",399,"No Description",5.0,NULL,NULL
"Shoppers Paradise Vampire Diaries Katherine Lapis Alloy Pendant",350,"No Description",4.0,NULL,NULL
"Comfort Bean Bags XXL Bean Bag  With Bean Filling",NULL,"No Description",3.0,NULL,NULL
"AVS XL Teardrop Bean Bag  Cover (Without Filling)",799,"No Description",0.0,NULL,NULL
"OHS XXL Bean Bag Sofa  Cover (Without Filling)",1199,"No Description",0.0,NULL,NULL
"Fun ON XXXL Teardrop Bean Bag  Cover (Without Filling)",1499,"No Description",4.8,NULL,NULL
"India's Struggle for Independence (English)",233,"No Description",4.1,NULL,NULL
"Principles of Economics 6th Edition (English) 6th  Edition",675,"No Description",4.8,NULL,NULL
"Encyclopedia of Agriculture and Food Systems: 5-Volume Set (English) 2nd  Edition",77500,"""Encyclopedia of Agriculture and Food Systems, Second Edition"" addresses important issues by examining topics of global agriculture and food systems that are key to understanding the challenges we face. Questions it addresses include: Will we be able to produce enough food to meet the increasing dietary needs and wants of the additional two billion people expected to inhabit our planet by 2050?Will we be able to meet the need for so much more food while simultaneously reducing adverse environmen",4.5,NULL,NULL
"Bhagavad Gita As It Is(English 2015 Edition) (English)",245,"No Description",4.3,NULL,NULL
"Seven Spiritual Laws of Success: A Pocket Guide to Fulfilling Your Dreams (English)",151,"No Description",4.4,NULL,NULL
"The Laws of the Spirit World",294,"
The Laws Of The Spirit World by Khorshed Bhavnagri is an examination about life after death, and the souls journey through various realms, which were revealed to the author through a telepathic revelation.",4.5,NULL,NULL
"World's Worst Travel Destinations: 50 Travel Experiences You Will Want to Miss... (English)",536,"No Description",0.0,NULL,NULL
"Go Your Own Way: Women Travel the World Solo (English)",1083,"No Description",0.0,NULL,NULL
"The Wine Travel Guide to the World( Series - Footprint Activity Guide ) (English)",1646,"No Description",0.0,NULL,NULL
"Extended World Travel (English)",1765,"No Description",0.0,NULL,NULL
"TRAVEL + LEISURE: The World's Greatest Hotels, Resorts, and Spas 2012 (English)",685,"No Description",0.0,NULL,NULL
"World's Best Travel Experiences: 400 Extraordinary Places (English)",2324,"No Description",5.0,NULL,NULL
"Flash Gordon: The Fall of Ming: The Complete Flash Gordon Library 1941-44 (English)",2741,"No Description",4.0,NULL,NULL
"Dilbert 2.0 (English)",2625,"No Description",4.9,NULL,NULL
"Mahabharata (Set of 3 Volumes) (English)",1649,"No Description",4.7,NULL,NULL
"Buddha - Box Set (English)",1799,"No Description",4.6,NULL,NULL
"Understanding Physics for JEE Main & Advanced Waves & Thermodynamics (English) 12th Edition",213,"No Description",4.4,NULL,NULL
"Mathematics for Joint Entrance Examination (Advanced) - Calculus (English) 2nd Edition",595,"No Description",4.6,NULL,NULL
"37 Years' Chapterwise Solved Papers (2015-1979) IIT JEE CHEMISTRY (English)",318,"No Description",4.5,NULL,NULL
"37 Years' Chapterwise Solved Papers (2015-1979) IIT JEE MATHEMATICS (English)",331,"No Description",4.5,NULL,NULL
"Micromax Canvas Pulse 4G",9999,"No Description",2.9,NULL,NULL
"Micromax Canvas Xpress 4G",6599,"No Description",3.2,NULL,NULL
"Understanding Physics For JEE Main & Advanced Electricity & Magnetism (English) 13 Edition",415,"No Description",4.6,NULL,NULL
"Physics Errorless JEE Main JEE (Advanced) AIMPT English 2015 Vol. I & II",1062,"
Physics Errorless JEE (Main) JEE (Advanced) AIPMT  Volume 1, published by Universal Book Depot, contains exhaustive theory with sub-chapter-wise division and level-wise grading of questions. It serves as an extensive guide for aspirants of AIPMT and several other medical and engineering exams held in India. The solutions contained in this book are error-free and 100% solved with explanations and numerous short tricksand tips. It contains solved papers of the last 20 years of almost all the entr",4.2,NULL,NULL
"Eureka Forbes Easy Clean Plus Hand-held Vacuum Cleaner",2182,"No Description",3.7,NULL,NULL
"Trueware Magic Twist & Clean Mop Set",900,"No Description",3.1,NULL,NULL
"The Tenth Unknown (English)",290,"No Description",3.9,NULL,NULL
"The Emperor's Riddles (English)",298,"No Description",4.4,NULL,NULL
"The Mahabharata Secret (English)",199,"No Description",3.7,NULL,NULL
"Fun ON XXL Bean Bag Footstool  Cover (Without Filling)",399,"No Description",3.0,NULL,NULL
"Invogue XXXL Bean Bag Sofa  Cover (Without Filling)",NULL,"
	Drag this Invogue Bean Bag Cover to the porch, near the fireplace or to your living room and enjoy reading your favourite book with a steaming cup of coffee. Designed using orange and black colours, this bean bag can match with the traditional furniture and fit into any corner of your house.",3.2,NULL,NULL
"Letv Le 1S",10999,"No Description",3.9,NULL,NULL
"Zizo Back Cover for Zizo zte imperial",992,"No Description",0.0,NULL,NULL
"Zizo Back Cover for Nokia lumia 635",462,"No Description",0.0,NULL,NULL
"Zidane 3D Enlarged Screen Mobile Phone with Fold Stand Accessory Combo",280,"No Description",3.0,NULL,NULL
"Zoook CMH2 Mobile Holder",455,"No Description",0.0,NULL,NULL
"Zoook Power Bank 5000mAh ZP-PB5000 5000 mAh",1159,"No Description",0.0,NULL,NULL
"Zerodots SG271 Screen Guard for Karbonn A2 Plus",199,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP154 Tempered Glass for Samsung Galaxy Note Edge",171,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung J1 Ace",299,"No Description",0.0,NULL,NULL
"Zen X4i",999,"No Description",0.0,NULL,NULL
"ZTech Music Menia -ZT - 7 Wired Headset",249,"No Description",0.0,NULL,NULL
"ZTech Rock Sound -ZT - 8 Wired Headset",249,"No Description",0.0,NULL,NULL
"ZTech Sound Power -ZT-17 Wired Headset",249,"No Description",0.0,NULL,NULL
"Mobcase mtg-211 Tempered Glass for HTC Desire 816",179,"No Description",0.0,NULL,NULL
"Mobcase Back Cover for Sony Xperia Z3",180,"No Description",0.0,NULL,NULL
"Mobcase Back Cover for HTC Desire 820",171,"No Description",0.0,NULL,NULL
"Zerodots SG177 Screen Guard for Gionee M2",199,"No Description",0.0,NULL,NULL
"Zerodots SG246 Screen Guard for XOLO Q1000-Opus-2",199,"No Description",0.0,NULL,NULL
"Zerodots SG33 Screen Guard for Xiomi Mi5",199,"No Description",0.0,NULL,NULL
"Zerodots SG231 Screen Guard for Sony Xperia M",199,"No Description",0.0,NULL,NULL
"Zerodots SG12 Screen Guard for Samsung Galaxy Note 3 Neo",199,"No Description",0.0,NULL,NULL
"Zoook ZK20150809998 Tempered Glass for OnePlus 2",299,"No Description",4.2,NULL,NULL
"Zoook Noise Isolating Earphones with Built-in Microphone Noise Isolating Earphone Wired Headphones",399,"No Description",4.0,NULL,NULL
"Zoook Noise Isolating Earphones with Built-in Microphone (E6M) Noise Isolating Earphone Wired Headph",604,"No Description",3.0,NULL,NULL
"Zerodots SG195 Screen Guard for Moto-X2",199,"No Description",0.0,NULL,NULL
"Zerodots SG180 Screen Guard for Karbonn A30",199,"No Description",0.0,NULL,NULL
"Zerodots SG197 Screen Guard for Moto-E2",199,"No Description",0.0,NULL,NULL
"Zerodots SG173 Screen Guard for Blackberry Z-10",199,"No Description",0.0,NULL,NULL
"Zoook ZF-Shield ME Screen Guard for Moto E",354,"No Description",5.0,NULL,NULL
"Zoook ZF-Shield I4/I4S Screen Guard for iPhone 4 / 4S",354,"No Description",5.0,NULL,NULL
"Zoook ZF-Shield MG2 Screen Guard for Moto G (2nd Gen)",354,"No Description",4.8,NULL,NULL
"Zoook ZF-Shield XM4 Screen Guard for Mi 4",354,"No Description",4.8,NULL,NULL
"Zerodots SG69 Screen Guard for Microsoft Lumia 930",199,"No Description",0.0,NULL,NULL
"Zoook ZM-H400 Wired Headset",494,"No Description",2.5,NULL,NULL
"Zoook ZM-H15 Wired Headset",580,"No Description",1.2,NULL,NULL
"Zerodots SG57 Screen Guard for HTC Desire 526G+",199,"No Description",0.0,NULL,NULL
"Zerodots SG151 Screen Guard for HTC Desire 601",199,"No Description",0.0,NULL,NULL
"Zeztee 2 in 1 USB Data & charging Cable With LED for Apple and Android Mobile phones Sync & Charge C",1049,"No Description",0.0,NULL,NULL
"Zoook ZB-JAZZ Wireless Mobile/Tablet Speaker",1299,"No Description",4.0,NULL,NULL
"Zoook ZB-BS100 Wireless Mobile/Tablet Speaker",1998,"No Description",3.8,NULL,NULL
"Zoook ZB-BHP18 musicana headphone with mic Wired & Wireless Bluetooth Headphones",NULL,"No Description",0.0,NULL,NULL
"Zoook Back Cover for Micromax Yuphoria",425,"No Description",0.0,NULL,NULL
"Zerodots SG72 Screen Guard for HTC Desire 620G",199,"No Description",0.0,NULL,NULL
"Zerodots SG43 Screen Guard for Microsoft Lumia 430",199,"No Description",0.0,NULL,NULL
"Zerodots SG14 Screen Guard for Micromax A310 Canvas Nitro",199,"No Description",0.0,NULL,NULL
"Zoook ZM-E100M Stereo Dynamic Headphone Wired Headphones",225,"No Description",0.0,NULL,NULL
"Zoook ZM-H400 Wired Headset",NULL,"No Description",0.0,NULL,NULL
"Zoook ZB-BHP18 Wireless Headset",NULL,"No Description",0.0,NULL,NULL
"Zoook ZB-BHP15 Wireless Headset",NULL,"No Description",0.0,NULL,NULL
"Zoook ZB-BHP110L Wireless Headset",NULL,"No Description",0.0,NULL,NULL
"ZTech SunFlower SG482 Screen Guard for HTC Windows Phone 8S",186,"No Description",0.0,NULL,NULL
"Zerodots Sg45 Screen Guard for Lenevo A6000",199,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt E7 Drinking Glass Blue.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt E7 Drinking Glass Green",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt A5 Drinking Glass Red.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung S5 Bottle Red.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung S5 Bottle yellow.",449,"No Description",0.0,NULL,NULL
"Zeztee USB Data & charging Fabric Cable for Apple iPhone 5, 6 and iPad Sync & Charge Cable",669,"No Description",0.0,NULL,NULL
"Zerodots Sg85 Screen Guard for Lenevo A500",199,"No Description",0.0,NULL,NULL
"ZTech SunFlower SG481 Screen Guard for HTC Desire SV",171,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt E7 Drinking Glass Pink.",449,"No Description",0.0,NULL,NULL
"Zerodots Z-1 Screen Guard for Samsung Z1",199,"No Description",4.0,NULL,NULL
"Zerodots SG213 Screen Guard for Nokia Asha 515",199,"No Description",0.0,NULL,NULL
"Zerodots 9060 Screen Guard for Samsung 9060",199,"No Description",0.0,NULL,NULL
"Zerodots 5830 Screen Guard for Samsung Galaxy 5830",199,"No Description",0.0,NULL,NULL
"Zerodots S5360 Screen Guard for Samsung Galaxy S",199,"No Description",0.0,NULL,NULL
"Zerodots SG05 Screen Guard for Samsung Galaxy Y 9082",199,"No Description",0.0,NULL,NULL
"Zerodots SG06 Screen Guard for Micromax A092",199,"No Description",0.0,NULL,NULL
"Zerodots Sg59 Screen Guard for Karbonn A29",199,"No Description",0.0,NULL,NULL
"Zerodots Sg169 Screen Guard for Sony Experia Cs",199,"No Description",0.0,NULL,NULL
"Zerodots Sg60 Screen Guard for Lenevo A850",199,"No Description",0.0,NULL,NULL
"Zerodots Sg70 Screen Guard for Lenevo A319",199,"No Description",0.0,NULL,NULL
"Zerodots Sg62 Screen Guard for Lenevo S60",199,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP153 Tempered Glass for Sony Xperia E3 Dual",186,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP166 Tempered Glass for Samsung Galaxy Note 1 N7000",171,"No Description",0.0,NULL,NULL
"ZTech GreenLand SG482 Screen Guard for HTC Windows Phone 8S",168,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP159 Tempered Glass for HTC One M9",186,"No Description",0.0,NULL,NULL
"ZTech SunFlower SG479 Screen Guard for HTC Explorer",171,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP169 Tempered Glass for Micromax Canvas 4 Plus A315",171,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP152 Tempered Glass for Microsoft Lumia 535 Dual SIM",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",168,"No Description",0.0,NULL,NULL
"ZTech WhiteSnow SG481 Screen Guard for HTC Desire SV",171,"No Description",0.0,NULL,NULL
"ZTech GreenLand SG480 Screen Guard for HTC One M8",171,"No Description",0.0,NULL,NULL
"ZTech BigPanda TP168 Tempered Glass for Samsung Galaxy Core 2",171,"No Description",0.0,NULL,NULL
"ZTech BlackCobra TP154 Tempered Glass for Samsung Galaxy Note Edge",171,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP153 Tempered Glass for Sony Xperia E3 Dual",171,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP169 Tempered Glass for Micromax Canvas 4 Plus A315",164,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP156 Tempered Glass for Samsung Galaxy Grand 2 SM-G7106",171,"No Description",0.0,NULL,NULL
"ZTech BlackCobra TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",168,"No Description",0.0,NULL,NULL
"ZTech WhiteHouse SG480 Screen Guard for HTC One M8",171,"No Description",0.0,NULL,NULL
"ZTech BlueOccean TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",168,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP165 Tempered Glass for Samsung I9300 Galaxy S3",171,"No Description",0.0,NULL,NULL
"ZTech WhiteSnow TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",168,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",171,"No Description",0.0,NULL,NULL
"ZTech BigPanda TP155 Tempered Glass for Apple iPhone 6 Plus",171,"No Description",0.0,NULL,NULL
"ZTech BigPanda SG480 Screen Guard for HTC One M8",186,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP153 Tempered Glass for Sony Xperia E3 Dual",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP157 Tempered Glass for Sony Xperia C3",186,"No Description",0.0,NULL,NULL
"ZTech WhiteHouse TP152 Tempered Glass for Microsoft Lumia 535 Dual SIM",171,"No Description",0.0,NULL,NULL
"ZTech BigPanda TP156 Tempered Glass for Samsung Galaxy Grand 2 SM-G7106",171,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP166 Tempered Glass for Samsung Galaxy Note 1 N7000",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP170 Tempered Glass for Sony Xperia Z6",171,"No Description",0.0,NULL,NULL
"ZTech WhiteHouse TP158 Tempered Glass for Sony Xperia T2",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP164 Tempered Glass for Samsung G130 Galaxy Young 2",171,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP151 Tempered Glass for Samsung Galaxy Grand Prime G530",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP153 Tempered Glass for Sony Xperia E3 Dual",164,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP161 Tempered Glass for Samsung Galaxy S5 mini",168,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP152 Tempered Glass for Microsoft Lumia 535 Dual SIM",171,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",171,"No Description",0.0,NULL,NULL
"ZTech WhiteSnow TP157 Tempered Glass for Sony Xperia C3",168,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",171,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP152 Tempered Glass for Microsoft Lumia 535 Dual SIM",171,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP155 Tempered Glass for Apple iPhone 6 Plus",168,"No Description",0.0,NULL,NULL
"ZTech WhiteSnow SG482 Screen Guard for HTC Windows Phone 8S",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP152 Tempered Glass for Microsoft Lumia 535 Dual SIM",171,"No Description",0.0,NULL,NULL
"ZTech WhiteHouse TP155 Tempered Glass for Apple iPhone 6 Plus",171,"No Description",0.0,NULL,NULL
"ZTech WhiteSnow SG479 Screen Guard for HTC Explorer",171,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP163 Tempered Glass for Panasonic Eluga A",171,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP164 Tempered Glass for Samsung G130 Galaxy Young 2",164,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP151 Tempered Glass for Samsung Galaxy Grand Prime G530",171,"No Description",0.0,NULL,NULL
"ZTech BlueOccean SG480 Screen Guard for HTC One M8",171,"No Description",0.0,NULL,NULL
"ZTech WhiteHouse TP165 Tempered Glass for Samsung I9300 Galaxy S3",168,"No Description",0.0,NULL,NULL
"ZTech WhiteSnow TP152 Tempered Glass for Microsoft Lumia 535 Dual SIM",171,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP157 Tempered Glass for Sony Xperia C3",168,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP170 Tempered Glass for Sony Xperia Z6",171,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP168 Tempered Glass for Samsung Galaxy Core 2",171,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP163 Tempered Glass for Panasonic Eluga A",186,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly SG481 Screen Guard for HTC Desire SV",171,"No Description",0.0,NULL,NULL
"ZTech BlueOccean SG482 Screen Guard for HTC Windows Phone 8S",171,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP157 Tempered Glass for Sony Xperia C3",171,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP168 Tempered Glass for Samsung Galaxy Core 2",171,"No Description",0.0,NULL,NULL
"ZTech PinkPanther SG479 Screen Guard for HTC Explorer",171,"No Description",0.0,NULL,NULL
"ZTech BlueOccean SG479 Screen Guard for HTC Explorer",171,"No Description",0.0,NULL,NULL
"ZTech WhiteHouse TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",168,"No Description",0.0,NULL,NULL
"ZTech RedDragon SG481 Screen Guard for HTC Desire SV",171,"No Description",0.0,NULL,NULL
